,Title,Author,Year,Rating,Raters,Genres
983,"Inkheart (Inkworld, #1)",Cornelia Funke,2003,3.91,404195,"Fantasy,Young Adult,Fiction,Childrens,Childrens,Adventure,Fantasy,Writing,Young Adult,Audiobook"
984,North and South (Paperback),Elizabeth Gaskell,1854,4.14,159508,"Classics,Fiction,Romance,Historical,Historical,Literature,Historical,Literature,Romance,Audiobook"
985,Wilder Girls (Hardcover),Rory Power,2019,3.48,72372,"Horror,Young Adult,LGBT,Mystery,Fiction,Science Fiction,LGBT,Science Fiction,Fantasy,LGBT"
988,Dead Poets Society (Paperback),N.H. Kleinbaum,1988,4.2,77808,"Classics,Fiction,Young Adult,Contemporary,Novels,Poetry,Drama,Academic,Literature,Media Tie In"
989,I'm Thinking of Ending Things (Kindle Edition),Iain Reid,2016,3.59,115797,"Horror,Fiction,Thriller,Mystery,Thriller,Audiobook,Adult,Contemporary,Suspense,Thriller"
990,"Six Crimson Cranes (Six Crimson Cranes, #1)",Elizabeth Lim,2021,4.27,39857,"Fantasy,Young Adult,Romance,Retellings,Young Adult,Fiction,Fantasy,Fantasy,Fantasy,Fantasy"
991,The Left Hand of Darkness (Paperback),Ursula K. Le Guin,1969,4.09,154314,"Science Fiction,Fiction,Fantasy,Classics,Science Fiction Fantasy,Feminism,Speculative Fiction,Novels,LGBT,LGBT"
992,When No One Is Watching (Paperback),Alyssa Cole,2020,3.53,71754,"Thriller,Mystery,Fiction,Thriller,Audiobook,Horror,Contemporary,Adult,Suspense,Adult Fiction"
993,White Oleander (Paperback),Janet Fitch,1999,3.98,341631,"Fiction,Contemporary,Young Adult,Drama,Adult Fiction,Womens Fiction,Adult,Literary Fiction,Novels,Young Adult"
994,Sadie (Hardcover),Courtney Summers,2018,4.08,101170,"Young Adult,Mystery,Contemporary,Audiobook,Thriller,Fiction,Thriller,Mystery,Realistic Fiction,Suspense"
995,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,1993,4.14,294778,"Fantasy,Fiction,Short Stories,Audiobook,Fantasy,Adult,Fantasy,Adventure,Fantasy,European Literature"
996,The Hiding Place: The Triumphant True Story of Corrie Ten Boom (Paperback),Corrie ten Boom,1971,4.44,297488,"Nonfiction,Biography,History,Christian,Autobiography,Classics,World War II,War,Historical,Biography Memoir"
997,Dear Edward (Hardcover),Ann Napolitano,2020,4.09,139712,"Fiction,Contemporary,Audiobook,Literary Fiction,Young Adult,Adult,Adult Fiction,Young Adult,Family,Realistic Fiction"
998,"The Wedding Date (The Wedding Date, #1)",Jasmine Guillory,2018,3.6,127498,"Romance,Fiction,Contemporary,Womens Fiction,Romance,Adult,Audiobook,Adult Fiction,New Adult,Novels"
999,"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,2012,3.84,799869,"Romance,Adult Fiction,Fiction,Erotica,Adult,Contemporary,Romance,Womens Fiction,Romance,Adult Fiction"
1000,The Martian Chronicles (Mass Market Paperback),Ray Bradbury,1950,4.15,242818,"Science Fiction,Fiction,Classics,Short Stories,Fantasy,Science Fiction Fantasy,Audiobook,Literature,Space,Literature"
1001,The Personal Librarian (Hardcover),Marie Benedict,2021,4.07,99528,"Historical,Fiction,Historical,Audiobook,Writing,Adult,Adult Fiction,Race,Book Club,New York"
1002,The Personal Librarian (Hardcover),Marie Benedict,2021,4.07,99528,"Historical,Fiction,Historical,Audiobook,Writing,Adult,Adult Fiction,Race,Book Club,New York"
1003,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,2001,3.82,674298,"Young Adult,Fiction,Womens Fiction,Contemporary,Romance,Young Adult,Realistic Fiction,Childrens,Young Adult,Young Adult"
1004,All the Missing Girls (Kindle Edition),Megan Miranda,2016,3.76,169478,"Mystery,Thriller,Fiction,Thriller,Suspense,Audiobook,Adult,Mystery,Contemporary,Adult Fiction"
1005,All the Missing Girls (Kindle Edition),Megan Miranda,2016,3.76,169478,"Mystery,Thriller,Fiction,Thriller,Suspense,Audiobook,Adult,Mystery,Contemporary,Adult Fiction"
1006,The Things They Carried (Paperback),Tim O'Brien,1990,4.14,287338,"Fiction,Historical,Classics,War,Short Stories,Academic,Historical,War,Literature,Academic"
1007,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,2014,4.33,265079,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Fantasy,Short Stories,Novella,New Adult,Fairies"
1008,Safe Haven (Kindle Edition),Nicholas Sparks,2010,4.21,364991,"Romance,Fiction,Womens Fiction,Contemporary,Adult,Romance,Adult Fiction,Drama,Love,Audiobook"
1009,The Interpretation of Dreams (Hardcover),Sigmund Freud,1899,3.84,68804,"Psychology,Nonfiction,Philosophy,Classics,Science,Psychology,Philosophy,Unfinished,European Literature,Self Help"
1010,The Complete Sherlock Holmes (Paperback),Arthur Conan Doyle,1894,4.5,191222,"Classics,Mystery,Fiction,Mystery,Short Stories,Mystery,Audiobook,Literature,Thriller,Historical"
1011,Hood Feminism: Notes from the Women That a Movement Forgot (Hardcover),Mikki Kendall,2020,4.4,39857,"Nonfiction,Feminism,Race,Social Movements,Audiobook,Writing,Politics,Race,Womens,Adult"
1012,A Little Princess (Paperback),Frances Hodgson Burnett,1905,4.21,293041,"Classics,Fiction,Childrens,Young Adult,Historical,Childrens,Historical,Literature,Audiobook,Childrens"
1013,Digital Minimalism: Choosing a Focused Life in a Noisy World (Kindle Edition),Cal Newport,2019,4.07,64216,"Nonfiction,Self Help,Productivity,Psychology,Self Help,Science,Audiobook,Business,Philosophy,Science"
1014,Digital Minimalism: Choosing a Focused Life in a Noisy World (Kindle Edition),Cal Newport,2019,4.07,64216,"Nonfiction,Self Help,Productivity,Psychology,Self Help,Science,Audiobook,Business,Philosophy,Science"
1015,History Is All You Left Me (ebook),Adam Silvera,2017,3.97,62296,"Young Adult,Contemporary,LGBT,Romance,Fiction,LGBT,Health,LGBT,Young Adult,Mental Health"
1016,Funny You Should Ask (Paperback),Elissa Sussman,2022,3.74,55094,"Romance,Fiction,Contemporary,Romance,Adult,Audiobook,Womens Fiction,New Adult,Adult Fiction,Novels"
1017,The Communist Manifesto (Paperback),Karl Marx,1848,3.63,143139,"Philosophy,Nonfiction,Politics,Classics,History,Economics,Sociology,Philosophy,Politics,European Literature"
1018,Mad Honey (Hardcover),Jodi Picoult,2022,4.26,35974,"Fiction,Mystery,Contemporary,Audiobook,Thriller,Romance,Thriller,Adult,LGBT,Suspense"
1019,Gallant (Hardcover),V.E. Schwab,2022,3.79,59772,"Fantasy,Young Adult,Horror,Fiction,Fantasy,Gothic,Mystery,Audiobook,Young Adult,Fantasy"
1020,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,1994,4.06,165875,"Historical,Mystery,Fiction,Thriller,Mystery,Historical,Thriller,Horror,Mystery,Suspense"
1021,The Witch's Heart (Hardcover),Genevieve Gornichec,2021,4.07,33869,"Fantasy,Fantasy,Fiction,Retellings,Romance,Paranormal,Adult,Historical,LGBT,Audiobook"
1022,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,2017,4.27,257222,"Fantasy,Young Adult,Romance,New Adult,Young Adult,Fiction,Fantasy,Fairies,Fantasy,Fantasy"
1023,"Grave Mercy (His Fair Assassin, #1)",Robin LaFevers,2012,3.89,103692,"Fantasy,Young Adult,Historical,Romance,Historical,Fiction,Young Adult,Fantasy,Adventure,Mystery"
1024,The Brief Wondrous Life of Oscar Wao (Hardcover),Junot Díaz,2007,3.89,251435,"Fiction,Contemporary,Magical Realism,Novels,Literary Fiction,Historical,Literature,Audiobook,Book Club,Adult"
1025,Empire of Pain: The Secret History of the Sackler Dynasty (Hardcover),Patrick Radden Keefe,2021,4.55,64037,"Nonfiction,History,Audiobook,Biography,Crime,Business,Science,Politics,Health,Mystery"
1026,"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,2011,4.11,96241,"Fantasy,Young Adult,Fantasy,Romance,Fantasy,Romance,Fantasy,Fantasy,Mythology,Young Adult"
1027,The Sun Down Motel (Hardcover),Simone St. James,2020,4.03,115926,"Mystery,Horror,Thriller,Fiction,Thriller,Fantasy,Audiobook,Suspense,Adult,Paranormal"
1028,A Prayer for Owen Meany (Paperback),John Irving,1989,4.24,306948,"Fiction,Classics,Contemporary,Literature,Literary Fiction,Novels,Historical,Young Adult,Adult Fiction,Literature"
1029,"The Winner's Curse (The Winner's Trilogy, #1)",Marie Rutkoski,2014,3.96,104788,"Fantasy,Young Adult,Romance,Science Fiction,Young Adult,Fiction,Fantasy,Historical,Historical,War"
1030,The Richest Man in Babylon (Paperback),George S. Clason,1926,4.26,165291,"Economics,Business,Nonfiction,Self Help,Currency,Finance,Self Help,Economics,Classics,Philosophy"
1031,"Marked (House of Night, #1)",P.C. Cast,2007,3.8,470082,"Young Adult,Fantasy,Paranormal,Fantasy,Romance,Fiction,Fantasy,Fantasy,Romance,Fantasy"
1032,The Book of Longings (Hardcover),Sue Monk Kidd,2020,4.23,104332,"Historical,Fiction,Historical,Audiobook,Religion,Adult,Feminism,Adult Fiction,Literary Fiction,Novels"
1033,Leaves of Grass (Paperback),Walt Whitman,1855,4.11,96194,"Poetry,Classics,Fiction,Literature,Literature,Literature,Philosophy,Classics,Academic,The United States Of America"
1034,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works (Hardcover)",Dan   Harris,2014,3.92,98544,"Nonfiction,Self Help,Psychology,Autobiography,Audiobook,Self Help,Health,Biography,Philosophy,Spirituality"
1035,"The DUFF: Designated Ugly Fat Friend (Hamilton High, #1)",Kody Keplinger,2010,3.81,190313,"Young Adult,Romance,Contemporary,Fiction,Womens Fiction,Young Adult,Realistic Fiction,Young Adult,Romance,Young Adult"
1036,Good to Great: Why Some Companies Make the Leap... and Others Don't (Hardcover),James C. Collins,2001,4.13,171029,"Business,Leadership,Nonfiction,Self Help,Buisness,Business,Business,Self Help,Audiobook,Economics"
1037,Violeta (Hardcover),Isabel Allende,2022,4.04,41912,"Historical,Fiction,Historical,Magical Realism,Literary Fiction,Adult,Contemporary,Audiobook,Feminism,Adult Fiction"
1040,"The Henna Artist (The Jaipur Trilogy, #1)",Alka Joshi,2020,4.2,139630,"Historical,Fiction,Audiobook,Cultural,Historical,Adult,Book Club,Adult Fiction,Cultural,Cultural"
1041,The Reading List (Hardcover),Sara Nisha Adams,2021,4.08,50872,"Fiction,Contemporary,Writing,Audiobook,Romance,Adult,Adult Fiction,Literary Fiction,Family,European Literature"
1042,Shantaram (Paperback),Gregory David Roberts,2003,4.27,195558,"Fiction,Cultural,Travel,Adventure,Contemporary,Novels,Historical,Cultural,Mystery,Unfinished"
1043,The Great Believers (Paperback),Rebecca Makkai,2018,4.26,105879,"Fiction,Historical,LGBT,LGBT,Literary Fiction,Historical,Audiobook,Contemporary,Novels,Adult"
1044,"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,2016,4.24,158836,"Fantasy,Fiction,Young Adult,Fantasy,Adult,Audiobook,Romance,LGBT,Adventure,Fantasy"
1045,"The Winds of Winter (A Song of Ice and Fire, #6)",George R.R. Martin,0,4.4,10192,"Fantasy,Fiction,Fantasy,Fantasy,Adult,Fantasy,Science Fiction Fantasy,Novels,Adult Fiction,Epic"
1046,Candide (Paperback),Voltaire,1759,3.76,256283,"Classics,Fiction,Philosophy,Cultural,Literature,Humor,European Literature,Academic,Literature,Novels"
1047,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin (Hardcover)",Erik Larson,2011,3.86,188701,"History,Nonfiction,War,Historical,Biography,War,Cultural,Audiobook,Politics,World War II"
1048,The Most Fun We Ever Had (Hardcover),Claire Lombardo,2019,3.95,68493,"Fiction,Contemporary,Literary Fiction,Audiobook,Family,Adult Fiction,Adult,Romance,Drama,Book Club"
1049,"Good in Bed (Cannie Shapiro, #1)",Jennifer Weiner,2002,3.74,296238,"Womens Fiction,Fiction,Romance,Contemporary,Adult Fiction,Adult,Humor,Romance,Womens Fiction,Audiobook"
1050,The Untethered Soul: The Journey Beyond Yourself (Paperback),Michael A. Singer,2007,4.22,83116,"Self Help,Nonfiction,Spirituality,Philosophy,Psychology,Self Help,Audiobook,Inspirational,Health,Religion"
1051,Modern Romance (Hardcover),Aziz Ansari,2015,3.81,181067,"Nonfiction,Humor,Audiobook,Romance,Humor,Sociology,Psychology,Relationships,Autobiography,Adult"
1052,"Less (Arthur Less, #1)",Andrew Sean Greer,2017,3.66,172524,"Fiction,LGBT,Contemporary,Audiobook,LGBT,Romance,Literary Fiction,Humor,Adult,Novels"
1053,Radio Silence (Paperback),Alice Oseman,2016,4.21,80856,"Contemporary,Young Adult,LGBT,Fiction,LGBT,Audiobook,Health,Young Adult,Romance,Young Adult"
1054,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz (Kindle Edition)",Erik Larson,2020,4.29,98157,"History,Nonfiction,Biography,War,War,Audiobook,Historical,Politics,European Literature,Biography Memoir"
1055,Digital Fortress (Paperback),Dan Brown,1998,3.68,610323,"Fiction,Thriller,Mystery,Suspense,Thriller,Mystery,Science Fiction,Novels,Adventure,Adult"
1056,"Storm Front (The Dresden Files, #1)",Jim Butcher,2000,3.98,330228,"Fantasy,Fantasy,Mystery,Fiction,Fantasy,Fantasy,Audiobook,Fantasy,Mystery,Science Fiction Fantasy"
1057,Orange Is the New Black (Hardcover),Piper Kerman,2010,3.72,194532,"Nonfiction,Autobiography,Biography,Audiobook,Biography Memoir,Biography,Mystery,Adult,Crime,Contemporary"
1058,One Day (Hardcover),David Nicholls,2009,3.81,311154,"Fiction,Romance,Contemporary,Womens Fiction,Adult,Adult Fiction,Novels,European Literature,Love,Drama"
1059,The Storied Life of A.J. Fikry (Hardcover),Gabrielle Zevin,2014,4.01,238405,"Fiction,Contemporary,Writing,Adult,Adult Fiction,Romance,Audiobook,Literary Fiction,Book Club,Realistic Fiction"
1060,"Iron Widow (Iron Widow, #1)",Xiran Jay Zhao,2021,4.15,48677,"Fantasy,Young Adult,Science Fiction,LGBT,Fiction,LGBT,Romance,Historical,Young Adult,Audiobook"
1061,Murder at the Vicarage (Hardcover),Agatha Christie,1930,4.06,173761,"Mystery,Fiction,Classics,Mystery,Thriller,Mystery,Audiobook,Mystery,European Literature,Thriller"
1062,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future (Hardcover)",Chris Guillebeau,2012,3.87,61608,"Business,Nonfiction,Business,Self Help,Economics,Self Help,Buisness,Currency,Audiobook,Economics"
1063,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World (Audiobook),William H. McRaven,2017,4.0,106455,"Nonfiction,Self Help,Self Help,Audiobook,Leadership,Business,Psychology,Autobiography,Biography,War"
1064,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World (Audiobook),William H. McRaven,2017,4.0,106455,"Nonfiction,Self Help,Self Help,Audiobook,Leadership,Business,Psychology,Autobiography,Biography,War"
1065,Greenlights (Hardcover),Matthew McConaughey,2020,4.21,216817,"Nonfiction,Audiobook,Autobiography,Biography,Biography,Biography Memoir,Philosophy,Self Help,Adult,Self Help"
1066,The Neverending Story (Hardcover),Michael Ende,1979,4.18,187117,"Fantasy,Classics,Fiction,Young Adult,Childrens,Adventure,European Literature,Childrens,Writing,Science Fiction Fantasy"
1067,The Blind Assassin (Paperback),Margaret Atwood,2000,3.96,148652,"Fiction,Historical,Mystery,Cultural,Literary Fiction,Classics,Contemporary,Literature,Science Fiction,Historical"
1068,The Blind Assassin (Paperback),Margaret Atwood,2000,3.96,148652,"Fiction,Historical,Mystery,Cultural,Literary Fiction,Classics,Contemporary,Literature,Science Fiction,Historical"
1069,"Every Heart a Doorway (Wayward Children, #1)",Seanan McGuire,2016,3.82,95070,"Fantasy,Young Adult,Fiction,Mystery,LGBT,Audiobook,Novella,Fantasy,LGBT,Magical Realism"
1070,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,2011,4.55,503767,"Fantasy,Fiction,Fantasy,Fantasy,Fantasy,Science Fiction Fantasy,Audiobook,Adventure,Adult,Epic"
1071,This Is Where It Ends (Hardcover),Marieke Nijkamp,2016,3.69,103123,"Young Adult,Contemporary,Fiction,Realistic Fiction,Thriller,LGBT,Young Adult,Health,Young Adult,Suspense"
1072,"The City We Became (Great Cities, #1)",N.K. Jemisin,2020,3.91,54388,"Fantasy,Fiction,Science Fiction,Fantasy,Adult,Audiobook,LGBT,Science Fiction Fantasy,LGBT,Speculative Fiction"
1073,Her Body and Other Parties: Stories (Paperback),Carmen Maria Machado,2017,3.88,68834,"Short Stories,Fiction,Horror,Fantasy,Feminism,LGBT,Magical Realism,LGBT,Adult,Contemporary"
1074,"Along Came a Spider (Alex Cross, #1)",James Patterson,1993,4.12,436331,"Mystery,Fiction,Thriller,Mystery,Thriller,Suspense,Mystery,Adult,Audiobook,Mystery"
1075,"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,2021,4.25,165724,"Mystery,Young Adult,Romance,Contemporary,Fiction,Thriller,Thriller,Fantasy,Audiobook,Adventure"
1076,An Anonymous Girl (Hardcover),Greer Hendricks,2019,3.81,141214,"Thriller,Mystery,Fiction,Thriller,Audiobook,Suspense,Adult,Thriller,Contemporary,Adult Fiction"
1077,Fried Green Tomatoes at the Whistle Stop Cafe (Hardcover),Fannie Flagg,1987,4.28,291265,"Fiction,Historical,LGBT,Classics,Womens Fiction,Historical,American,LGBT,Humor,Adult Fiction"
1078,"The Final Gambit (The Inheritance Games, #3)",Jennifer Lynn Barnes,2022,4.19,73329,"Mystery,Young Adult,Romance,Fiction,Contemporary,Thriller,Fantasy,Thriller,Audiobook,Adventure"
1079,"Hex Hall (Hex Hall, #1)",Rachel Hawkins,2010,3.93,139522,"Young Adult,Fantasy,Fantasy,Fantasy,Romance,Paranormal,Paranormal,Fantasy,Fantasy,Paranormal"
1080,"Blood Meridian, or the Evening Redness in the West (Paperback)",Cormac McCarthy,1985,4.16,131112,"Fiction,Historical,Westerns,Classics,Literature,Novels,Horror,Literature,Historical,Literary Fiction"
1081,"Hollow City (Miss Peregrine's Peculiar Children, #2)",Ransom Riggs,2014,4.06,224158,"Fantasy,Young Adult,Fiction,Fantasy,Historical,Horror,Science Fiction,Mystery,Adventure,Fantasy"
1082,James and the Giant Peach (Hardcover),Roald Dahl,1961,4.02,440029,"Childrens,Fantasy,Fiction,Classics,Young Adult,Childrens,Adventure,Childrens,Childrens,Humor"
1083,"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,2010,4.1,368101,"Fantasy,Fantasy,Young Adult,Childrens,Fiction,Adventure,Childrens,Fantasy,Fantasy,Young Adult"
1084,The School for Good Mothers (Hardcover),Jessamine Chan,2022,3.56,48312,"Fiction,Science Fiction,Science Fiction,Audiobook,Contemporary,Adult,Literary Fiction,Fantasy,Adult Fiction,Speculative Fiction"
1085,The Perks of Being a Wallflower (Paperback),Stephen Chbosky,1999,4.22,1589031,"Young Adult,Fiction,Contemporary,Classics,Health,Realistic Fiction,LGBT,Young Adult,Novels,Young Adult"
1086,Three Women (Hardcover),Lisa Taddeo,2019,3.71,124274,"Nonfiction,Feminism,Audiobook,Contemporary,Womens,Autobiography,Adult,Biography,Sexuality,Book Club"
1087,"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,1996,4.38,309580,"Science Fiction,Fiction,Humor,Fantasy,Classics,Humor,Science Fiction Fantasy,Adventure,Novels,European Literature"
1088,Why I'm No Longer Talking to White People About Race (Hardcover),Reni Eddo-Lodge,2017,4.39,87619,"Nonfiction,Race,Feminism,Politics,Race,Social Movements,History,Audiobook,Writing,Sociology"
1089,"Under the Never Sky (Under the Never Sky, #1)",Veronica Rossi,2011,3.99,113040,"Young Adult,Science Fiction,Fantasy,Romance,Science Fiction,Fiction,Apocalyptic,Adventure,Fantasy,Young Adult"
1092,"What Happened To You?: Conversations on Trauma, Resilience, and Healing (Hardcover)",Bruce D. Perry,2021,4.48,43426,"Nonfiction,Psychology,Self Help,Health,Audiobook,Health,Self Help,Science,Parenting,Adult"
1093,"Wallbanger (Cocktail, #1)",Alice Clayton,2012,4.0,199878,"Romance,Contemporary,Romance,Humor,New Adult,Womens Fiction,Adult,Adult Fiction,Fiction,Humor"
1094,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,1980,4.04,422272,"Fiction,Thriller,Mystery,Suspense,Spy Thriller,Action,Adventure,Thriller,Mystery,Thriller"
1095,The Witches (Paperback),Roald Dahl,1983,4.17,369345,"Fantasy,Childrens,Fiction,Classics,Childrens,Young Adult,Paranormal,Humor,Fantasy,Horror"
1096,A Tale for the Time Being (Hardcover),Ruth Ozeki,2013,4.04,105152,"Fiction,Cultural,Magical Realism,Historical,Contemporary,Literary Fiction,Audiobook,Adult,Novels,Cultural"
1097,Long Walk to Freedom (Paperback),Nelson Mandela,1994,4.33,80626,"Biography,Nonfiction,History,Cultural,Biography,Autobiography,Politics,Southern Africa,Biography Memoir,Race"
1098,"Twenty Thousand Leagues Under the Sea (Captain Nemo, #2)",Jules Verne,1870,3.89,234522,"Classics,Science Fiction,Fiction,Adventure,Fantasy,Cultural,Literature,Science Fiction,Novels,Audiobook"
1099,The Snow Child (Kindle Edition),Eowyn Ivey,2012,3.99,135763,"Fiction,Historical,Fantasy,Magical Realism,Historical,Fantasy,Adult,Adult Fiction,Book Club,Literary Fiction"
1100,"Boyfriend Material (London Calling, #1)",Alexis  Hall,2020,4.08,86696,"Romance,LGBT,Contemporary,LGBT,Fiction,Adult,Romance,Audiobook,Romance,LGBT"
1101,"The Heart Principle (The Kiss Quotient, #3)",Helen Hoang,2021,4.01,86607,"Romance,Contemporary,Fiction,Romance,Adult,Audiobook,Womens Fiction,Health,Adult Fiction,New Adult"
1102,The Letters of Vincent van Gogh (Paperback),Vincent van Gogh,1914,4.08,89896,"Art,Nonfiction,Biography,Classics,History,Art,Autobiography,Biography Memoir,Philosophy,Historical"
1103,Since You've Been Gone (Hardcover),Morgan Matson,2014,4.09,109593,"Contemporary,Young Adult,Romance,Fiction,Young Adult,Realistic Fiction,Mystery,Womens Fiction,Audiobook,Young Adult"
1104,Since You've Been Gone (Hardcover),Morgan Matson,2014,4.09,109593,"Contemporary,Young Adult,Romance,Fiction,Young Adult,Realistic Fiction,Mystery,Womens Fiction,Audiobook,Young Adult"
1105,"The ​Crown of Gilded Bones (Blood and Ash, #3)",Jennifer L. Armentrout,2021,4.23,171209,"Fantasy,Romance,New Adult,Romance,Paranormal,Fiction,Fantasy,Adult,Fantasy,Fantasy"
1106,Moonwalking with Einstein: The Art and Science of Remembering Everything (Hardcover),Joshua Foer,2011,3.88,84954,"Nonfiction,Science,Psychology,Self Help,Autobiography,Self Help,Audiobook,Education,Biography,Neuroscience"
1107,Moonwalking with Einstein: The Art and Science of Remembering Everything (Hardcover),Joshua Foer,2011,3.88,84954,"Nonfiction,Science,Psychology,Self Help,Autobiography,Self Help,Audiobook,Education,Biography,Neuroscience"
1108,Moonwalking with Einstein: The Art and Science of Remembering Everything (Hardcover),Joshua Foer,2011,3.88,84954,"Nonfiction,Science,Psychology,Self Help,Autobiography,Self Help,Audiobook,Education,Biography,Neuroscience"
1109,Dial A for Aunties (Aunties #1),Jesse Q. Sutanto,2021,3.76,62677,"Romance,Fiction,Contemporary,Mystery,Adult,Audiobook,Humor,Womens Fiction,Thriller,Adult Fiction"
1110,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,2011,3.9,547031,"Young Adult,Science Fiction,Fantasy,Romance,Science Fiction,Fiction,Fantasy,Young Adult,Audiobook,Fantasy"
1111,Gone Girl (Paperback),Gillian Flynn,2012,4.11,2772673,"Fiction,Mystery,Thriller,Thriller,Mystery,Suspense,Contemporary,Adult,Audiobook,Adult Fiction"
1112,SPQR: A History of Ancient Rome (Paperback),Mary Beard,2015,4.04,52763,"History,Nonfiction,History,Historical,Cultural,Audiobook,Classics,History,History,Literature"
1113,Gulliver's Travels: Travels into Several Remote Nations of the World. (Paperback),Jonathan Swift,1726,3.58,258739,"Classics,Fiction,Fantasy,Adventure,Literature,Novels,Classics,Literature,Academic,European Literature"
1114,"The Heir (The Selection, #4)",Kiera Cass,2015,3.67,305490,"Young Adult,Romance,Science Fiction,Fantasy,Fiction,Audiobook,Science Fiction,Young Adult,Womens Fiction,Young Adult"
1115,"The Friend Zone (The Friend Zone, #1)",Abby Jimenez,2019,3.9,94253,"Romance,Contemporary,Fiction,Romance,Womens Fiction,Adult,Audiobook,Adult Fiction,New Adult,Humor"
1116,The Gene: An Intimate History (Hardcover),Siddhartha Mukherjee,2016,4.35,43326,"Science,Nonfiction,History,Science,Health,Biology,Health,Audiobook,Medical,Science"
1117,Once There Were Wolves (Hardcover),Charlotte McConaghy,2021,4.14,56914,"Fiction,Mystery,Contemporary,Thriller,Thriller,Audiobook,Literary Fiction,Environment,Cultural,Animals"
1118,Nausea (Hardcover),Jean-Paul Sartre,1938,3.93,104362,"Philosophy,Fiction,Classics,Cultural,Literature,European Literature,Novels,Literature,Nobel Prize,Unfinished"
1119,Loveless (Paperback),Alice Oseman,2020,4.28,59831,"Contemporary,LGBT,Young Adult,LGBT,Fiction,Romance,Audiobook,Young Adult,Young Adult,LGBT"
1120,"Corrupt (Devil's Night, #1)",Penelope Douglas,2015,3.81,149568,"Romance,Dark,New Adult,Contemporary,Romance,Academic,Adult,Suspense,Adult Fiction,Fiction"
1121,Built to Last: Successful Habits of Visionary Companies (Hardcover),James C. Collins,1994,4.04,71473,"Business,Nonfiction,Leadership,Business,Business,Buisness,Self Help,Economics,Self Help,Economics"
1122,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,2005,3.9,206285,"Mystery,Fiction,Mystery,Thriller,Audiobook,Cultural,Adult,Thriller,Mystery,Adult Fiction"
1123,Under the Tuscan Sun (Paperback),Frances Mayes,1996,3.77,323175,"Travel,Nonfiction,Autobiography,Cultural,Biography,Romance,Womens Fiction,Food and Drink,Contemporary,Biography Memoir"
1124,The Forgotten Garden (Paperback),Kate Morton,2008,4.14,211088,"Fiction,Historical,Mystery,Historical,Cultural,Romance,Adult Fiction,Adult,European Literature,Book Club"
1125,Last Night at the Telegraph Club (Hardcover),Malinda Lo,2021,4.26,47449,
1126,Winter Garden (Hardcover),Kristin Hannah,2010,4.24,207563,"Historical,Fiction,Womens Fiction,Historical,Contemporary,Cultural,Romance,Audiobook,War,Adult Fiction"
1127,Alice in Wonderland (Hardcover),Jane Carruth,1865,4.03,384704,"Classics,Fantasy,Fiction,Childrens,Young Adult,Adventure,Literature,Novels,Childrens,Classics"
1128,"Cilka's Journey (The Tattooist of Auschwitz, #2)",Heather   Morris,2019,4.39,137401,"Historical,Fiction,Historical,Audiobook,War,World War II,War,Adult,Cultural,Adult Fiction"
1129,The Call of the Wild (Mass Market Paperback),Jack London,1903,3.89,394575,"Classics,Fiction,Adventure,Young Adult,Animals,Historical,Literature,Academic,Childrens,Novels"
1130,"The Bridge Kingdom (The Bridge Kingdom, #1)",Danielle L. Jensen,2018,4.08,79087,"Fantasy,Romance,Romance,New Adult,Fiction,Adult,Audiobook,Fantasy,Young Adult,Young Adult"
1131,"The Bridge Kingdom (The Bridge Kingdom, #1)",Danielle L. Jensen,2018,4.08,79087,"Fantasy,Romance,Romance,New Adult,Fiction,Adult,Audiobook,Fantasy,Young Adult,Young Adult"
1132,No Longer Human (Paperback),Osamu Dazai,1948,4.07,86387,"Fiction,Classics,Asian Literature,Cultural,Literature,Novels,Literature,Literary Fiction,Cultural,Literature"
1133,How to Stop Time (Paperback),Matt Haig,2017,3.85,128293,"Fiction,Fantasy,Historical,Science Fiction,Science Fiction,Romance,Audiobook,Contemporary,Historical,Adult"
